QTR,TypeOfEntry,ProductClass1,ProductClass2,ProductClass3,Amount,QTY
2000Q04,Cost of Sales,Maxi Dog,,,24101,15000
2000Q04,Cost of Sales,Muis Huis,,,20658,4000
2000Q04,Cost of Sales,Water Jug,,,137.72,180000
2000Q04,EXPENSES,Adminstrative,Depreciation,,6e+06,
2000Q04,EXPENSES,Adminstrative,Insurance,,1300000,
2000Q04,EXPENSES,Adminstrative,Meals and entertainment,,30000,
2000Q04,EXPENSES,Adminstrative,Outside services,,1500000,
2000Q04,EXPENSES,Adminstrative,Rent,,10000,
2000Q04,EXPENSES,Adminstrative,Repairs and maintence,,8e+05,
2000Q04,EXPENSES,Adminstrative,Supplies,,40000,
2000Q04,EXPENSES,Adminstrative,Telephone,,1e+06,
2000Q04,EXPENSES,Adminstrative,Utilities,,1900000,
2000Q04,EXPENSES,Adminstrative,Wages and salaries,,3e+06,
2000Q04,EXPENSES,Adminstrative,Web site consultancy,,40000,
2000Q04,EXPENSES,Adminstrative,Web site launch and Web Hosting,,20000,
2000Q04,EXPENSES,Adminstrative,Web site maintence,,400,
2000Q04,EXPENSES,Development,Patents,,6000,
2000Q04,EXPENSES,Development,Technology Rental,,30000,
2000Q04,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,24000,
2000Q04,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,2400000,
2000Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,40000,
2000Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,3000,
2000Q04,Non-Operation Income,Gifts and Dotions,,,2000,
2000Q04,Non-Operation Income,Interest,,,6000,
2000Q04,Non-Operation Income,Other Income,,,70,
2000Q04,Non-Operation Income,Rental,,,80000,
2000Q04,Sales Revenue,Hot Blanket,,,17194,20000
2000Q04,Sales Revenue,Kitty Box,,,64477.5,30000
2000Q04,Sales Revenue,Maxi Dog,,,85970,20000
2000Q04,Sales Revenue,Muis Huis,,,257910,5000
2000Q04,Sales Revenue,Water Jug,,,429.85,2e+05
2000Q03,Cost of Sales,Hot Blanket,,,2271.6,12000
2000Q03,Cost of Sales,Kitty Box,,,15144,30000
2000Q03,Cost of Sales,Maxi Dog,,,26502,15000
2000Q03,Cost of Sales,Muis Huis,,,22716,4000
2000Q03,Cost of Sales,Water Jug,,,151.44,180000
2000Q03,EXPENSES,Adminstrative,Depreciation,,1.8e+07,
2000Q03,EXPENSES,Adminstrative,Insurance,,3900000,
2000Q03,EXPENSES,Adminstrative,Meals and entertainment,,90000,
2000Q03,EXPENSES,Adminstrative,Outside services,,4500000,
2000Q03,EXPENSES,Adminstrative,Rent,,30000,
2000Q03,EXPENSES,Adminstrative,Repairs and maintence,,2400000,
2000Q03,EXPENSES,Adminstrative,Supplies,,120000,
2000Q03,EXPENSES,Adminstrative,Telephone,,3e+06,
2000Q03,EXPENSES,Adminstrative,Utilities,,5700000,
2000Q03,EXPENSES,Adminstrative,Wages and salaries,,9e+06,
2000Q03,EXPENSES,Adminstrative,Web site consultancy,,120000,
2000Q03,EXPENSES,Adminstrative,Web site launch and Web Hosting,,60000,
2000Q03,EXPENSES,Adminstrative,Web site maintence,,1200,
2000Q03,EXPENSES,Development,Patents,,18000,
2000Q03,EXPENSES,Development,Technology Rental,,90000,
2000Q03,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,72000,
2000Q03,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,7200000,
2000Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,120000,
2000Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,9000,
2000Q03,Non-Operation Income,Gifts and Dotions,,,6000,
2000Q03,Non-Operation Income,Interest,,,18000,
2000Q03,Non-Operation Income,Other Income,,,210,
2000Q03,Non-Operation Income,Rental,,,240000,
2000Q03,Sales Revenue,Hot Blanket,,,16976,20000
2000Q03,Sales Revenue,Kitty Box,,,63660,30000
2000Q03,Sales Revenue,Maxi Dog,,,84880,20000
2000Q03,Sales Revenue,Muis Huis,,,254640,5000
2000Q03,Sales Revenue,Water Jug,,,424.4,2e+05
2000Q02,Cost of Sales,Hot Blanket,,,485.7,12000
2000Q02,Cost of Sales,Kitty Box,,,3238,30000
2000Q02,Cost of Sales,Maxi Dog,,,5666.5,15000
2000Q02,Cost of Sales,Muis Huis,,,4857,4000
2000Q02,Cost of Sales,Water Jug,,,32.38,180000
2000Q02,EXPENSES,Adminstrative,Depreciation,,1.44e+08,
2000Q02,EXPENSES,Adminstrative,Insurance,,31200000,
2000Q02,EXPENSES,Adminstrative,Meals and entertainment,,720000,
2000Q02,EXPENSES,Adminstrative,Outside services,,3.6e+07,
2000Q02,EXPENSES,Adminstrative,Rent,,240000,
2000Q02,EXPENSES,Adminstrative,Repairs and maintence,,19200000,
2000Q02,EXPENSES,Adminstrative,Supplies,,960000,
2000Q02,EXPENSES,Adminstrative,Telephone,,2.4e+07,
2000Q02,EXPENSES,Adminstrative,Utilities,,45600000,
2000Q02,EXPENSES,Adminstrative,Wages and salaries,,7.2e+07,
2000Q02,EXPENSES,Adminstrative,Web site consultancy,,960000,
2000Q02,EXPENSES,Adminstrative,Web site launch and Web Hosting,,480000,
2000Q02,EXPENSES,Adminstrative,Web site maintence,,9600,
2000Q02,EXPENSES,Development,Patents,,144000,
2000Q02,EXPENSES,Development,Technology Rental,,720000,
2000Q02,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,576000,
2000Q02,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,57600000,
2000Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,960000,
2000Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,72000,
2000Q02,Non-Operation Income,Gifts and Dotions,,,48000,
2000Q02,Non-Operation Income,Interest,,,144000,
2000Q02,Non-Operation Income,Other Income,,,1680,
2000Q02,Non-Operation Income,Rental,,,1920000,
2000Q02,Sales Revenue,Hot Blanket,,,6712,20000
2000Q02,Sales Revenue,Kitty Box,,,25170,30000
2000Q02,Sales Revenue,Maxi Dog,,,33560,20000
2000Q02,Sales Revenue,Muis Huis,,,100680,5000
2000Q02,Sales Revenue,Water Jug,,,167.8,2e+05
2000Q01,Cost of Sales,Hot Blanket,,,1938,12000
2000Q01,Cost of Sales,Kitty Box,,,12920,30000
2000Q01,Cost of Sales,Maxi Dog,,,22610,15000
2000Q01,Cost of Sales,Muis Huis,,,19380,4000
2000Q01,Cost of Sales,Water Jug,,,129.2,180000
2000Q01,EXPENSES,Adminstrative,Depreciation,,1.35e+08,
2000Q01,EXPENSES,Adminstrative,Insurance,,29250000,
2000Q01,EXPENSES,Adminstrative,Meals and entertainment,,675000,
2000Q01,EXPENSES,Adminstrative,Outside services,,33750000,
2000Q01,EXPENSES,Adminstrative,Rent,,225000,
2000Q01,EXPENSES,Adminstrative,Repairs and maintence,,1.8e+07,
2000Q01,EXPENSES,Adminstrative,Supplies,,9e+05,
2000Q01,EXPENSES,Adminstrative,Telephone,,22500000,
2000Q01,EXPENSES,Adminstrative,Utilities,,42750000,
2000Q01,EXPENSES,Adminstrative,Wages and salaries,,67500000,
2000Q01,EXPENSES,Adminstrative,Web site consultancy,,9e+05,
2000Q01,EXPENSES,Adminstrative,Web site launch and Web Hosting,,450000,
2000Q01,EXPENSES,Adminstrative,Web site maintence,,9000,
2000Q01,EXPENSES,Development,Patents,,135000,
2000Q01,EXPENSES,Development,Technology Rental,,675000,
2000Q01,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,540000,
2000Q01,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,5.4e+07,
2000Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,9e+05,
2000Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,67500,
2000Q01,Non-Operation Income,Gifts and Dotions,,,45000,
2000Q01,Non-Operation Income,Interest,,,135000,
2000Q01,Non-Operation Income,Other Income,,,1575,
2000Q01,Non-Operation Income,Rental,,,1800000,
2000Q01,Sales Revenue,Hot Blanket,,,23224,20000
2000Q01,Sales Revenue,Kitty Box,,,87090,30000
2000Q01,Sales Revenue,Maxi Dog,,,116120,20000
2000Q01,Sales Revenue,Muis Huis,,,348360,5000
2000Q01,Sales Revenue,Water Jug,,,580.6,2e+05
1999Q04,Cost of Sales,Hot Blanket,,,1785.6,12000
1999Q04,Cost of Sales,Kitty Box,,,11904,30000
1999Q04,Cost of Sales,Maxi Dog,,,20832,15000
1999Q04,Cost of Sales,Muis Huis,,,17856,4000
1999Q04,Cost of Sales,Water Jug,,,119.04,180000
1999Q04,EXPENSES,Adminstrative,Depreciation,,5.7e+07,
1999Q04,EXPENSES,Adminstrative,Insurance,,12350000,
1999Q04,EXPENSES,Adminstrative,Meals and entertainment,,285000,
1999Q04,EXPENSES,Adminstrative,Outside services,,14250000,
1999Q04,EXPENSES,Adminstrative,Rent,,95000,
1999Q04,EXPENSES,Adminstrative,Repairs and maintence,,7600000,
1999Q04,EXPENSES,Adminstrative,Supplies,,380000,
1999Q04,EXPENSES,Adminstrative,Telephone,,9500000,
1999Q04,EXPENSES,Adminstrative,Utilities,,18050000,
1999Q04,EXPENSES,Adminstrative,Wages and salaries,,28500000,
1999Q04,EXPENSES,Adminstrative,Web site consultancy,,380000,
1999Q04,EXPENSES,Adminstrative,Web site launch and Web Hosting,,190000,
1999Q04,EXPENSES,Adminstrative,Web site maintence,,3800,
1999Q04,EXPENSES,Development,Patents,,57000,
1999Q04,EXPENSES,Development,Technology Rental,,285000,
1999Q04,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,228000,
1999Q04,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,22800000,
1999Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,380000,
1999Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,28500,
1999Q04,Non-Operation Income,Gifts and Dotions,,,19000,
1999Q04,Non-Operation Income,Interest,,,57000,
1999Q04,Non-Operation Income,Other Income,,,665,
1999Q04,Non-Operation Income,Rental,,,760000,
1999Q04,Sales Revenue,Hot Blanket,,,29538,20000
1999Q04,Sales Revenue,Kitty Box,,,110767.5,30000
1999Q04,Sales Revenue,Maxi Dog,,,147690,20000
1999Q04,Sales Revenue,Muis Huis,,,443070,5000
1999Q04,Sales Revenue,Water Jug,,,738.45,2e+05
1999Q03,Cost of Sales,Hot Blanket,,,2838.6,12000
1999Q03,Cost of Sales,Kitty Box,,,18924,30000
1999Q03,Cost of Sales,Maxi Dog,,,33117,15000
1999Q03,Cost of Sales,Muis Huis,,,28386,4000
1999Q03,Cost of Sales,Water Jug,,,189.24,180000
1999Q03,EXPENSES,Adminstrative,Depreciation,,4.8e+07,
1999Q03,EXPENSES,Adminstrative,Insurance,,10400000,
1999Q03,EXPENSES,Adminstrative,Meals and entertainment,,240000,
1999Q03,EXPENSES,Adminstrative,Outside services,,1.2e+07,
1999Q03,EXPENSES,Adminstrative,Rent,,80000,
1999Q03,EXPENSES,Adminstrative,Repairs and maintence,,6400000,
1999Q03,EXPENSES,Adminstrative,Supplies,,320000,
1999Q03,EXPENSES,Adminstrative,Telephone,,8e+06,
1999Q03,EXPENSES,Adminstrative,Utilities,,15200000,
1999Q03,EXPENSES,Adminstrative,Wages and salaries,,2.4e+07,
1999Q03,EXPENSES,Adminstrative,Web site consultancy,,320000,
1999Q03,EXPENSES,Adminstrative,Web site launch and Web Hosting,,160000,
1999Q03,EXPENSES,Adminstrative,Web site maintence,,3200,
1999Q03,EXPENSES,Development,Patents,,48000,
1999Q03,EXPENSES,Development,Technology Rental,,240000,
1999Q03,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,192000,
1999Q03,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,19200000,
1999Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,320000,
1999Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,24000,
1999Q03,Non-Operation Income,Gifts and Dotions,,,16000,
1999Q03,Non-Operation Income,Interest,,,48000,
1999Q03,Non-Operation Income,Other Income,,,560,
1999Q03,Non-Operation Income,Rental,,,640000,
1999Q03,Sales Revenue,Hot Blanket,,,10838,20000
1999Q03,Sales Revenue,Kitty Box,,,40642.5,30000
1999Q03,Sales Revenue,Maxi Dog,,,54190,20000
1999Q03,Sales Revenue,Muis Huis,,,162570,5000
1999Q03,Sales Revenue,Water Jug,,,270.95,2e+05
1999Q02,Cost of Sales,Hot Blanket,,,2101.2,12000
1999Q02,Cost of Sales,Kitty Box,,,14008,30000
1999Q02,Cost of Sales,Maxi Dog,,,24514,15000
1999Q02,Cost of Sales,Muis Huis,,,21012,4000
1999Q02,Cost of Sales,Water Jug,,,140.08,180000
1999Q02,EXPENSES,Adminstrative,Depreciation,,1.26e+08,
1999Q02,EXPENSES,Adminstrative,Insurance,,27300000,
1999Q02,EXPENSES,Adminstrative,Meals and entertainment,,630000,
1999Q02,EXPENSES,Adminstrative,Outside services,,31500000,
1999Q02,EXPENSES,Adminstrative,Rent,,210000,
1999Q02,EXPENSES,Adminstrative,Repairs and maintence,,16800000,
1999Q02,EXPENSES,Adminstrative,Supplies,,840000,
1999Q02,EXPENSES,Adminstrative,Telephone,,2.1e+07,
1999Q02,EXPENSES,Adminstrative,Utilities,,39900000,
1999Q02,EXPENSES,Adminstrative,Wages and salaries,,6.3e+07,
1999Q02,EXPENSES,Adminstrative,Web site consultancy,,840000,
1999Q02,EXPENSES,Adminstrative,Web site launch and Web Hosting,,420000,
1999Q02,EXPENSES,Adminstrative,Web site maintence,,8400,
1999Q02,EXPENSES,Development,Patents,,126000,
1999Q02,EXPENSES,Development,Technology Rental,,630000,
1999Q02,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,504000,
1999Q02,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,50400000,
1999Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,840000,
1999Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,63000,
1999Q02,Non-Operation Income,Gifts and Dotions,,,42000,
1999Q02,Non-Operation Income,Interest,,,126000,
1999Q02,Non-Operation Income,Other Income,,,1470,
1999Q02,Non-Operation Income,Rental,,,1680000,
1999Q02,Sales Revenue,Hot Blanket,,,11254,20000
1999Q02,Sales Revenue,Kitty Box,,,42202.5,30000
1999Q02,Sales Revenue,Maxi Dog,,,56270,20000
1999Q02,Sales Revenue,Muis Huis,,,168810,5000
1999Q02,Sales Revenue,Water Jug,,,281.35,2e+05
1999Q01,Cost of Sales,Hot Blanket,,,849.9,12000
1999Q01,Cost of Sales,Kitty Box,,,5666,30000
1999Q01,Cost of Sales,Maxi Dog,,,9915.5,15000
1999Q01,Cost of Sales,Muis Huis,,,8499,4000
1999Q01,Cost of Sales,Water Jug,,,56.66,180000
1999Q01,EXPENSES,Adminstrative,Depreciation,,1.5e+07,
1999Q01,EXPENSES,Adminstrative,Insurance,,3250000,
1999Q01,EXPENSES,Adminstrative,Meals and entertainment,,75000,
1999Q01,EXPENSES,Adminstrative,Outside services,,3750000,
1999Q01,EXPENSES,Adminstrative,Rent,,25000,
1999Q01,EXPENSES,Adminstrative,Repairs and maintence,,2e+06,
1999Q01,EXPENSES,Adminstrative,Supplies,,1e+05,
1999Q01,EXPENSES,Adminstrative,Telephone,,2500000,
1999Q01,EXPENSES,Adminstrative,Utilities,,4750000,
1999Q01,EXPENSES,Adminstrative,Wages and salaries,,7500000,
1999Q01,EXPENSES,Adminstrative,Web site consultancy,,1e+05,
1999Q01,EXPENSES,Adminstrative,Web site launch and Web Hosting,,50000,
1999Q01,EXPENSES,Adminstrative,Web site maintence,,1000,
1999Q01,EXPENSES,Development,Patents,,15000,
1999Q01,EXPENSES,Development,Technology Rental,,75000,
1999Q01,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,60000,
1999Q01,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,6e+06,
1999Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,1e+05,
1999Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,7500,
1999Q01,Non-Operation Income,Gifts and Dotions,,,5000,
1999Q01,Non-Operation Income,Interest,,,15000,
1999Q01,Non-Operation Income,Other Income,,,175,
1999Q01,Non-Operation Income,Rental,,,2e+05,
1999Q01,Sales Revenue,Hot Blanket,,,16394,20000
1999Q01,Sales Revenue,Kitty Box,,,61477.5,30000
1999Q01,Sales Revenue,Maxi Dog,,,81970,20000
1999Q01,Sales Revenue,Muis Huis,,,245910,5000
1999Q01,Sales Revenue,Water Jug,,,409.85,2e+05
